epoch,val_acc,test_acc,sparsity,params
1,0.17450980392156862,0.1509188485932672,0.0,23717030
2,0.45,0.4070580582208489,0.0,23717030
3,0.5852941176470589,0.5561879980484632,0.0,23717030
4,0.703921568627451,0.6817368677833794,0.0,23717030
5,0.7784313725490196,0.7625630183769718,0.0,23717030
6,0.8166666666666667,0.8136282322328834,0.0,23717030
7,0.8490196078431372,0.8310294356805985,0.0,23717030
8,0.8696078431372549,0.8396487233696536,0.0,23717030
9,0.8735294117647059,0.8590014636526264,0.0,23717030
10,0.8921568627450981,0.8664823548544479,0.0,23717030
11,0.8813725490196078,0.857700439095788,0.0,23717030
12,0.9009803921568628,0.8747763864042933,0.0,23717030
13,0.907843137254902,0.8765652951699463,0.0,23717030
14,0.9019607843137255,0.8856724670678159,0.0,23717030
15,0.9009803921568628,0.8861603512766304,0.0,23717030
16,0.9019607843137255,0.8825825337453245,0.0,23717030
17,0.9137254901960784,0.8853472109286062,0.0,23717030
18,0.9068627450980392,0.8830704179541389,0.0,23717030
19,0.9127450980392157,0.8921775898520085,0.0,23717030
20,0.9196078431372549,0.8952675231744999,0.0,23717030
21,0.9068627450980392,0.8952675231744999,0.0,23717030
22,0.9205882352941176,0.8899007968775411,0.0,23717030
23,0.9127450980392157,0.9001463652626444,0.0,23717030
24,0.9196078431372549,0.8983574564969914,0.0,23717030
25,0.9176470588235294,0.903886810863555,0.0,23717030
26,0.9147058823529411,0.8964059196617337,0.0,23717030
27,0.9176470588235294,0.9017726459586924,0.0,23717030
28,0.9225490196078432,0.8977069442185721,0.0,23717030
29,0.9225490196078432,0.9003089933322491,0.0,23717030
30,0.9166666666666666,0.8991705968450154,0.0,23717030
31,0.9196078431372549,0.8991705968450154,0.0,23717030
32,0.9215686274509803,0.9009595056106684,0.0,23717030
33,0.9225490196078432,0.9020979020979021,0.0,23717030
34,0.9254901960784314,0.906488859977232,0.0,23717030
35,0.9205882352941176,0.9046999512115791,0.0,23717030
36,0.9215686274509803,0.9035615547243454,0.0,23717030
37,0.9196078431372549,0.9077898845340706,0.0,23717030
38,0.9176470588235294,0.9073020003252561,0.0,23717030
39,0.9156862745098039,0.9053504634899984,0.0,23717030
40,0.9205882352941176,0.9071393722556513,0.0,23717030
41,0.9166666666666666,0.9069767441860465,0.0,23717030
42,0.9176470588235294,0.9071393722556513,0.0,23717030
43,0.9215686274509803,0.9094161652301187,0.0,23717030
44,0.9205882352941176,0.9073020003252561,0.0,23717030
45,0.9196078431372549,0.9110424459261669,0.0,23717030
46,0.9196078431372549,0.9090909090909091,0.0,23717030
47,0.9225490196078432,0.9079525126036754,0.0,23717030
48,0.9225490196078432,0.9086030248820947,0.0,23717030
49,0.9215686274509803,0.9073020003252561,0.0,23717030
50,0.9186274509803921,0.9090909090909091,0.0,23717030
