epoch,val_acc,test_acc,sparsity,params
1,0.37450980392156863,0.3207025532606928,0.0,21336998
2,0.6813725490196079,0.6555537485770044,0.0,21336998
3,0.7784313725490196,0.7446739307204423,0.0,21336998
4,0.8539215686274509,0.8176939339730037,0.0,21336998
5,0.8607843137254902,0.8342819970726948,0.0,21336998
6,0.884313725490196,0.8549357619125061,0.0,21336998
7,0.8813725490196078,0.8562367864693446,0.0,21336998
8,0.903921568627451,0.8767279232395512,0.0,21336998
9,0.9058823529411765,0.8775410635875752,0.0,21336998
10,0.9147058823529411,0.8806309969100666,0.0,21336998
11,0.9049019607843137,0.8866482354854448,0.0,21336998
12,0.9029411764705882,0.8845340705805822,0.0,21336998
13,0.9058823529411765,0.8892502845991218,0.0,21336998
14,0.907843137254902,0.8921775898520085,0.0,21336998
15,0.907843137254902,0.8793299723532282,0.0,21336998
16,0.9117647058823529,0.8881118881118881,0.0,21336998
17,0.903921568627451,0.8918523337127988,0.0,21336998
18,0.9137254901960784,0.8988453407058058,0.0,21336998
19,0.9156862745098039,0.8925028459912181,0.0,21336998
20,0.9186274509803921,0.9043746950723694,0.0,21336998
21,0.9137254901960784,0.902260530167507,0.0,21336998
22,0.9235294117647059,0.901284761749878,0.0,21336998
23,0.9225490196078432,0.9020979020979021,0.0,21336998
24,0.9303921568627451,0.9061636038380224,0.0,21336998
25,0.9235294117647059,0.9001463652626444,0.0,21336998
26,0.9294117647058824,0.9066514880468369,0.0,21336998
27,0.9254901960784314,0.9089282810213043,0.0,21336998
28,0.9215686274509803,0.9058383476988128,0.0,21336998
29,0.9235294117647059,0.9110424459261669,0.0,21336998
30,0.9274509803921569,0.9138071231094487,0.0,21336998
31,0.9343137254901961,0.9185233371279883,0.0,21336998
32,0.9284313725490196,0.914457635387868,0.0,21336998
33,0.9323529411764706,0.9103919336477476,0.0,21336998
34,0.9333333333333333,0.914457635387868,0.0,21336998
35,0.9313725490196079,0.9155960318751016,0.0,21336998
36,0.9343137254901961,0.9141323792486583,0.0,21336998
37,0.9303921568627451,0.9142950073182632,0.0,21336998
38,0.9313725490196079,0.9162465441535209,0.0,21336998
39,0.9313725490196079,0.9177101967799642,0.0,21336998
40,0.9343137254901961,0.9177101967799642,0.0,21336998
41,0.9294117647058824,0.919661733615222,0.0,21336998
42,0.9333333333333333,0.9183607090583835,0.0,21336998
43,0.9323529411764706,0.9193364774760123,0.0,21336998
44,0.9313725490196079,0.9177101967799642,0.0,21336998
45,0.9303921568627451,0.9211253862416653,0.0,21336998
46,0.9323529411764706,0.9172223125711498,0.0,21336998
47,0.9313725490196079,0.9180354529191739,0.0,21336998
48,0.9303921568627451,0.9224264107985038,0.0,21336998
49,0.9323529411764706,0.9185233371279883,0.0,21336998
50,0.9323529411764706,0.9181980809887786,0.0,21336998
